epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
95,58053.8,0.44442,0.63432,0.25888,0.86285,0,0.99929,0.99952,0.995,0.9692,0.99929,0.99952,0.995,0.94744,0.25192,0.38622,0.13673,0.79222,0,0.0164252,0.00547507,0.0164252,0.00547507,0.0164252,0.00547507,0.0164252,0.00547507
96,58613,0.44909,0.6441,0.2599,0.86466,0,0.999,0.99952,0.995,0.96931,0.999,0.99952,0.995,0.94827,0.25116,0.38535,0.13665,0.79187,0,0.0161907,0.0053969,0.0161907,0.0053969,0.0161907,0.0053969,0.0161907,0.0053969
97,59173.5,0.44079,0.63,0.2541,0.85978,0,0.99903,0.99946,0.995,0.97039,0.99903,0.99946,0.995,0.94842,0.25024,0.38439,0.13623,0.79159,0,0.0159559,0.00531864,0.0159559,0.00531864,0.0159559,0.00531864,0.0159559,0.00531864
98,59745.5,0.44235,0.64212,0.2579,0.86391,0,0.99903,0.99942,0.995,0.9693,0.99903,0.99942,0.995,0.94842,0.24937,0.38342,0.13604,0.79133,0,0.0157209,0.0052403,0.0157209,0.0052403,0.0157209,0.0052403,0.0157209,0.0052403
99,60305.1,0.43898,0.62906,0.25446,0.86101,0,0.99903,0.99939,0.995,0.96946,0.99903,0.99939,0.995,0.94868,0.24866,0.38265,0.13586,0.79116,0,0.0154857,0.0051619,0.0154857,0.0051619,0.0154857,0.0051619,0.0154857,0.0051619
100,60864.4,0.4278,0.61156,0.24906,0.8556,0,0.99903,0.99939,0.995,0.9694,0.99903,0.99939,0.995,0.94974,0.24795,0.38191,0.13491,0.79096,0,0.0152504,0.00508346,0.0152504,0.00508346,0.0152504,0.00508346,0.0152504,0.00508346
101,61424.5,0.43393,0.62523,0.25141,0.85888,0,0.99903,0.99945,0.995,0.97039,0.99903,0.99945,0.995,0.94987,0.24722,0.38101,0.13449,0.79077,0,0.015015,0.005005,0.015015,0.005005,0.015015,0.005005,0.015015,0.005005
102,61985,0.4253,0.61141,0.24638,0.85437,0,0.99901,0.99952,0.995,0.97035,0.99901,0.99952,0.995,0.94998,0.24634,0.37998,0.13406,0.79055,0,0.0147796,0.00492654,0.0147796,0.00492654,0.0147796,0.00492654,0.0147796,0.00492654
103,62544.9,0.42658,0.61405,0.24801,0.85684,0,0.99894,0.99952,0.995,0.97046,0.99894,0.99952,0.995,0.95053,0.24587,0.37915,0.13405,0.79041,0,0.0145443,0.0048481,0.0145443,0.0048481,0.0145443,0.0048481,0.0145443,0.0048481
104,63104.6,0.42336,0.61176,0.24765,0.85431,0,0.99855,0.99935,0.995,0.97058,0.99889,0.99952,0.995,0.95066,0.24533,0.3782,0.13381,0.7902,0,0.0143091,0.0047697,0.0143091,0.0047697,0.0143091,0.0047697,0.0143091,0.0047697
105,63665,0.41893,0.6002,0.24131,0.85541,0,0.99887,0.99952,0.995,0.97053,0.99887,0.99952,0.995,0.94986,0.24486,0.37735,0.13356,0.79,0,0.0140741,0.00469136,0.0140741,0.00469136,0.0140741,0.00469136,0.0140741,0.00469136
106,64224.7,0.42059,0.60595,0.24488,0.85412,0,1,0.99899,0.995,0.97059,0.99855,0.9995,0.995,0.95057,0.24432,0.37668,0.13326,0.78978,0,0.0138393,0.0046131,0.0138393,0.0046131,0.0138393,0.0046131,0.0138393,0.0046131
107,64784.8,0.41838,0.59546,0.23937,0.85402,0,1,0.99884,0.995,0.97067,0.99853,0.99952,0.995,0.95066,0.24376,0.37577,0.13315,0.78962,0,0.0136048,0.00453493,0.0136048,0.00453493,0.0136048,0.00453493,0.0136048,0.00453493
108,65361.7,0.41623,0.60223,0.24359,0.85406,0,1,0.99886,0.995,0.97162,0.99851,0.99952,0.995,0.95084,0.24329,0.37495,0.13304,0.7895,0,0.0133706,0.00445688,0.0133706,0.00445688,0.0133706,0.00445688,0.0133706,0.00445688
109,65923,0.41527,0.59284,0.24177,0.85197,0,1,0.99884,0.995,0.97166,0.9985,0.99952,0.995,0.95084,0.24262,0.37411,0.13304,0.78921,0,0.0131369,0.00437896,0.0131369,0.00437896,0.0131369,0.00437896,0.0131369,0.00437896
110,66482,0.40741,0.58555,0.24003,0.84932,0,1,0.99884,0.995,0.97155,0.99854,0.99952,0.995,0.95075,0.24215,0.37317,0.13285,0.78898,0,0.0129036,0.0043012,0.0129036,0.0043012,0.0129036,0.0043012,0.0129036,0.0043012
111,67041.4,0.40431,0.58035,0.23755,0.84997,0,1,0.99883,0.995,0.97166,0.99849,0.99952,0.995,0.9507,0.24164,0.37232,0.13239,0.7889,0,0.0126708,0.00422361,0.0126708,0.00422361,0.0126708,0.00422361,0.0126708,0.00422361
112,67611.2,0.40467,0.58011,0.23404,0.8503,0,1,0.99884,0.995,0.97177,0.99849,0.99952,0.995,0.9508,0.24104,0.37142,0.1321,0.7887,0,0.0124386,0.00414621,0.0124386,0.00414621,0.0124386,0.00414621,0.0124386,0.00414621
113,68172.8,0.40024,0.5747,0.23607,0.84629,0,0.99981,0.99855,0.995,0.97193,0.99848,0.99952,0.995,0.95071,0.24036,0.37057,0.13159,0.78852,0,0.0122071,0.00406903,0.0122071,0.00406903,0.0122071,0.00406903,0.0122071,0.00406903
114,68732.2,0.39653,0.56332,0.2344,0.84674,0,0.99981,0.99855,0.995,0.97185,0.99849,0.99952,0.995,0.95075,0.23949,0.36972,0.13132,0.78835,0,0.0119762,0.00399208,0.0119762,0.00399208,0.0119762,0.00399208,0.0119762,0.00399208
115,69295.9,0.39826,0.57788,0.23334,0.84681,0,1,0.99885,0.995,0.9718,0.99849,0.99952,0.995,0.95074,0.23895,0.36882,0.1309,0.78815,0,0.0117461,0.00391537,0.0117461,0.00391537,0.0117461,0.00391537,0.0117461,0.00391537
116,69856.5,0.3913,0.56019,0.22847,0.84269,0,1,0.99887,0.995,0.97175,0.99849,0.99952,0.995,0.95077,0.23868,0.36798,0.13076,0.78802,0,0.0115168,0.00383894,0.0115168,0.00383894,0.0115168,0.00383894,0.0115168,0.00383894
117,70416.5,0.38819,0.55666,0.22671,0.84342,0,1,0.99888,0.995,0.97289,1,0.99888,0.995,0.95063,0.23831,0.36721,0.1309,0.78785,0,0.0112884,0.00376279,0.0112884,0.00376279,0.0112884,0.00376279,0.0112884,0.00376279
118,70972.4,0.3862,0.55654,0.22803,0.84351,0,1,0.99889,0.995,0.97196,1,0.99889,0.995,0.95102,0.23819,0.36648,0.13048,0.78782,0,0.0110609,0.00368695,0.0110609,0.00368695,0.0110609,0.00368695,0.0110609,0.00368695
119,71528.2,0.38758,0.56074,0.22781,0.84392,0,1,0.99889,0.995,0.97169,1,0.99889,0.995,0.95099,0.23747,0.36567,0.13039,0.7876,0,0.0108343,0.00361144,0.0108343,0.00361144,0.0108343,0.00361144,0.0108343,0.00361144
120,72083.8,0.38695,0.55587,0.22829,0.84195,0,0.99848,0.99952,0.995,0.97181,0.99848,0.99952,0.995,0.95288,0.23685,0.36488,0.13045,0.78742,0,0.0106088,0.00353627,0.0106088,0.00353627,0.0106088,0.00353627,0.0106088,0.00353627
121,72639.9,0.37739,0.54106,0.22302,0.84153,0,0.99849,0.99952,0.995,0.97188,0.99849,0.99952,0.995,0.95298,0.23633,0.36408,0.13035,0.78725,0,0.0103844,0.00346146,0.0103844,0.00346146,0.0103844,0.00346146,0.0103844,0.00346146
122,73196.9,0.37711,0.54145,0.22009,0.84083,0,0.99849,0.99952,0.995,0.97186,0.99849,0.99952,0.995,0.95306,0.23577,0.36321,0.13006,0.78718,0,0.0101611,0.00338703,0.0101611,0.00338703,0.0101611,0.00338703,0.0101611,0.00338703
123,73752.9,0.37491,0.54353,0.22111,0.83783,0,0.99952,0.99848,0.995,0.97284,0.99952,0.99848,0.995,0.95283,0.23536,0.36246,0.13002,0.7871,0,0.00993901,0.003313,0.00993901,0.003313,0.00993901,0.003313,0.00993901,0.003313
124,74375.2,0.37169,0.53663,0.2191,0.83686,0,0.99952,0.99848,0.995,0.97297,1,0.99896,0.995,0.95301,0.2347,0.36165,0.12997,0.78698,0,0.00971818,0.00323939,0.00971818,0.00323939,0.00971818,0.00323939,0.00971818,0.00323939
125,74931,0.37122,0.5365,0.2195,0.83899,0,0.99952,0.99849,0.995,0.9739,0.99952,0.99849,0.995,0.95311,0.23427,0.36076,0.12926,0.78685,0,0.00949865,0.00316622,0.00949865,0.00316622,0.00949865,0.00316622,0.00949865,0.00316622
126,75492.8,0.37101,0.5363,0.21946,0.83705,0,0.99848,0.99952,0.995,0.97385,0.99848,0.99952,0.995,0.9531,0.23375,0.35998,0.12912,0.78669,0,0.00928049,0.0030935,0.00928049,0.0030935,0.00928049,0.0030935,0.00928049,0.0030935
127,76048.2,0.36554,0.52547,0.21617,0.83471,0,0.99952,0.99852,0.995,0.974,0.99952,0.99852,0.995,0.95308,0.23318,0.35926,0.12836,0.78647,0,0.00906374,0.00302125,0.00906374,0.00302125,0.00906374,0.00302125,0.00906374,0.00302125
128,76603.8,0.36691,0.53294,0.21648,0.83947,0,0.99952,0.99851,0.995,0.97422,0.99952,0.99851,0.995,0.95397,0.23287,0.35847,0.12852,0.78634,0,0.00884846,0.00294949,0.00884846,0.00294949,0.00884846,0.00294949,0.00884846,0.00294949
129,77158.9,0.36173,0.51654,0.21411,0.83384,0,0.99952,0.99851,0.995,0.974,0.99952,0.99851,0.995,0.95389,0.23221,0.35776,0.12819,0.78624,0,0.0086347,0.00287823,0.0086347,0.00287823,0.0086347,0.00287823,0.0086347,0.00287823
130,77714.9,0.35798,0.51246,0.21036,0.83516,0,0.99952,0.99852,0.995,0.97403,0.99952,0.99852,0.995,0.95274,0.23185,0.35695,0.12776,0.78608,0,0.00842251,0.0028075,0.00842251,0.0028075,0.00842251,0.0028075,0.00842251,0.0028075
131,78273.8,0.35522,0.50639,0.20971,0.8324,0,0.99952,0.99852,0.995,0.97413,0.99952,0.99852,0.995,0.95376,0.23123,0.35612,0.12719,0.78599,0,0.00821195,0.00273732,0.00821195,0.00273732,0.00821195,0.00273732,0.00821195,0.00273732
132,78832.8,0.35744,0.51289,0.21215,0.83417,0,0.99952,0.99852,0.995,0.97505,0.99952,0.99852,0.995,0.95284,0.23084,0.35537,0.12684,0.78589,0,0.00800307,0.00266769,0.00800307,0.00266769,0.00800307,0.00266769,0.00800307,0.00266769
133,79392.5,0.34936,0.49994,0.20864,0.831,0,0.99952,0.99852,0.995,0.97537,0.99952,0.99852,0.995,0.9529,0.23029,0.35459,0.12655,0.7857,0,0.00779592,0.00259864,0.00779592,0.00259864,0.00779592,0.00259864,0.00779592,0.00259864
134,79952.5,0.35272,0.50661,0.20892,0.8321,0,0.99952,0.99853,0.995,0.97507,0.99952,0.99853,0.995,0.95389,0.22962,0.35375,0.12629,0.78553,0,0.00759055,0.00253018,0.00759055,0.00253018,0.00759055,0.00253018,0.00759055,0.00253018
135,80511.2,0.34731,0.49975,0.2051,0.83069,0,0.99952,0.99853,0.995,0.97517,0.99952,0.99853,0.995,0.95283,0.22926,0.35292,0.12653,0.78546,0,0.00738701,0.00246234,0.00738701,0.00246234,0.00738701,0.00246234,0.00738701,0.00246234
136,81071.4,0.34178,0.48866,0.20252,0.82867,0,0.99952,0.99853,0.995,0.97535,0.99952,0.99853,0.995,0.95286,0.22859,0.35206,0.12596,0.78537,0,0.00718536,0.00239512,0.00718536,0.00239512,0.00718536,0.00239512,0.00718536,0.00239512
137,81637.1,0.33862,0.48003,0.19988,0.82629,0,0.99952,0.99853,0.995,0.97537,0.99952,0.99853,0.995,0.95284,0.22807,0.35118,0.1254,0.78522,0,0.00698564,0.00232855,0.00698564,0.00232855,0.00698564,0.00232855,0.00698564,0.00232855
138,82201.4,0.33964,0.49085,0.2017,0.82793,0,0.99952,0.99853,0.995,0.97543,0.99952,0.99853,0.995,0.954,0.22743,0.35028,0.12502,0.78512,0,0.00678789,0.00226263,0.00678789,0.00226263,0.00678789,0.00226263,0.00678789,0.00226263
139,82761.9,0.3392,0.49063,0.20051,0.8284,0,0.99952,0.99854,0.995,0.97544,0.99952,0.99854,0.995,0.95395,0.22686,0.34954,0.12461,0.78495,0,0.00659218,0.00219739,0.00659218,0.00219739,0.00659218,0.00219739,0.00659218,0.00219739
140,83321.3,0.34215,0.49156,0.20067,0.82829,0,0.99952,0.99858,0.995,0.97559,0.99952,0.99858,0.995,0.95394,0.22624,0.34863,0.12435,0.78482,0,0.00639855,0.00213285,0.00639855,0.00213285,0.00639855,0.00213285,0.00639855,0.00213285
141,83881.4,0.33382,0.47541,0.19711,0.82691,0,0.99952,0.99874,0.995,0.97558,0.99952,0.99874,0.995,0.95404,0.22553,0.34769,0.12429,0.78465,0,0.00620704,0.00206901,0.00620704,0.00206901,0.00620704,0.00206901,0.00620704,0.00206901
142,84443.6,0.33175,0.48151,0.19755,0.82495,0,0.9995,0.99903,0.995,0.97566,0.9995,0.99903,0.995,0.95419,0.22502,0.34683,0.12372,0.78451,0,0.0060177,0.0020059,0.0060177,0.0020059,0.0060177,0.0020059,0.0060177,0.0020059
143,85001.7,0.32913,0.47162,0.19402,0.82563,0,0.99925,0.99903,0.995,0.97575,0.99925,0.99903,0.995,0.9551,0.2243,0.34594,0.12306,0.78437,0,0.00583059,0.00194353,0.00583059,0.00194353,0.00583059,0.00194353,0.00583059,0.00194353
144,85560.8,0.3292,0.47257,0.19498,0.82514,0,0.99903,0.99903,0.995,0.97573,0.99903,0.99903,0.995,0.95519,0.22369,0.34504,0.12325,0.78423,0,0.00564574,0.00188191,0.00564574,0.00188191,0.00564574,0.00188191,0.00564574,0.00188191
145,86121.3,0.32645,0.46993,0.19339,0.82288,0,0.99902,0.99903,0.995,0.97668,0.99902,0.99903,0.995,0.95511,0.2232,0.34417,0.12315,0.7841,0,0.0054632,0.00182107,0.0054632,0.00182107,0.0054632,0.00182107,0.0054632,0.00182107
146,86680.6,0.32041,0.45931,0.18999,0.82404,0,0.99902,0.99903,0.995,0.97668,0.99902,0.99903,0.995,0.9553,0.22247,0.34336,0.12306,0.7839,0,0.00528302,0.00176101,0.00528302,0.00176101,0.00528302,0.00176101,0.00528302,0.00176101
147,87239.2,0.32149,0.46625,0.19047,0.8249,0,0.99901,0.99903,0.995,0.97666,0.99901,0.99903,0.995,0.95611,0.22205,0.34255,0.1233,0.78379,0,0.00510524,0.00170175,0.00510524,0.00170175,0.00510524,0.00170175,0.00510524,0.00170175
148,87798.5,0.31841,0.45903,0.19016,0.82263,0,0.999,0.99903,0.995,0.97672,0.999,0.99903,0.995,0.95529,0.22139,0.3417,0.12306,0.78363,0,0.00492991,0.0016433,0.00492991,0.0016433,0.00492991,0.0016433,0.00492991,0.0016433
149,88358,0.31668,0.45586,0.18846,0.82177,0,0.99899,0.99903,0.995,0.97671,0.99899,0.99903,0.995,0.95621,0.22088,0.34084,0.12287,0.78346,0,0.00475706,0.00158569,0.00475706,0.00158569,0.00475706,0.00158569,0.00475706,0.00158569
150,88916.8,0.31284,0.45198,0.18829,0.82156,0,0.999,0.99903,0.995,0.97675,0.999,0.99903,0.995,0.95603,0.22016,0.33997,0.12328,0.78328,0,0.00458675,0.00152892,0.00458675,0.00152892,0.00458675,0.00152892,0.00458675,0.00152892
151,89476,0.30916,0.4452,0.18302,0.81907,0,0.99901,0.99903,0.995,0.97677,0.99901,0.99903,0.995,0.95618,0.2197,0.33905,0.12251,0.78315,0,0.004419,0.001473,0.004419,0.001473,0.004419,0.001473,0.004419,0.001473
152,90036.2,0.31023,0.4506,0.18466,0.82045,0,0.99902,0.99903,0.995,0.9769,0.99902,0.99903,0.995,0.9562,0.21887,0.33816,0.12225,0.78299,0,0.00425388,0.00141796,0.00425388,0.00141796,0.00425388,0.00141796,0.00425388,0.00141796
153,90596.4,0.30678,0.44166,0.18308,0.81935,0,0.99903,0.99903,0.995,0.97694,0.99903,0.99903,0.995,0.95615,0.21824,0.33736,0.1216,0.78283,0,0.00409141,0.0013638,0.00409141,0.0013638,0.00409141,0.0013638,0.00409141,0.0013638
154,91155.6,0.30663,0.43715,0.18268,0.81892,0,0.99903,0.99897,0.995,0.97702,0.99903,0.99897,0.995,0.95633,0.21765,0.33652,0.12084,0.78271,0,0.00393163,0.00131054,0.00393163,0.00131054,0.00393163,0.00131054,0.00393163,0.00131054
155,91717.9,0.30946,0.44362,0.18324,0.8188,0,0.99893,0.99903,0.995,0.97703,0.99893,0.99903,0.995,0.95632,0.21721,0.33568,0.12113,0.7826,0,0.00377459,0.0012582,0.00377459,0.0012582,0.00377459,0.0012582,0.00377459,0.0012582
156,92282,0.30333,0.43681,0.18032,0.81812,0,0.99894,0.99903,0.995,0.97793,0.99894,0.99903,0.995,0.95618,0.21659,0.33491,0.12052,0.78245,0,0.00362032,0.00120677,0.00362032,0.00120677,0.00362032,0.00120677,0.00362032,0.00120677
157,92847.7,0.30154,0.43614,0.17796,0.81783,0,0.99855,0.99942,0.995,0.97691,0.99855,0.99942,0.995,0.95626,0.2161,0.33414,0.12056,0.78232,0,0.00346886,0.00115629,0.00346886,0.00115629,0.00346886,0.00115629,0.00346886,0.00115629
158,93409.6,0.29765,0.4277,0.17844,0.81684,0,0.99855,0.99942,0.995,0.97791,0.99855,0.99942,0.995,0.95617,0.21546,0.33346,0.11998,0.7822,0,0.00332025,0.00110675,0.00332025,0.00110675,0.00332025,0.00110675,0.00332025,0.00110675
159,93969.8,0.30011,0.43325,0.17887,0.81818,0,0.99855,0.99942,0.995,0.97895,0.99855,0.99942,0.995,0.95717,0.21495,0.33273,0.11992,0.78203,0,0.00317453,0.00105818,0.00317453,0.00105818,0.00317453,0.00105818,0.00317453,0.00105818
160,94528.6,0.29777,0.43153,0.17805,0.81564,0,0.99855,0.99943,0.995,0.97794,0.99855,0.99943,0.995,0.95703,0.21427,0.332,0.11976,0.78186,0,0.00303173,0.00101058,0.00303173,0.00101058,0.00303173,0.00101058,0.00303173,0.00101058
161,95090.9,0.29843,0.42902,0.17667,0.81793,0,0.99855,0.99943,0.995,0.97794,0.99855,0.99943,0.995,0.95706,0.21375,0.33127,0.11938,0.78171,0,0.00289188,0.00096396,0.00289188,0.00096396,0.00289188,0.00096396,0.00289188,0.00096396
162,95748.1,0.2963,0.42425,0.17555,0.81553,0,0.99855,0.99943,0.995,0.978,0.99855,0.99943,0.995,0.95709,0.21344,0.33061,0.11942,0.78161,0,0.00275503,0.000918342,0.00275503,0.000918342,0.00275503,0.000918342,0.00275503,0.000918342
163,96345.4,0.29289,0.41906,0.17486,0.81589,0,0.99855,0.99942,0.995,0.97799,0.99855,0.99942,0.995,0.95704,0.21297,0.32992,0.11954,0.78152,0,0.0026212,0.000873733,0.0026212,0.000873733,0.0026212,0.000873733,0.0026212,0.000873733
164,96904,0.29041,0.4198,0.17268,0.81568,0,0.99855,0.99942,0.995,0.97802,0.99855,0.99942,0.995,0.95699,0.2126,0.3293,0.11891,0.78141,0,0.00249043,0.000830142,0.00249043,0.000830142,0.00249043,0.000830142,0.00249043,0.000830142
165,97462.4,0.2908,0.41873,0.17318,0.81416,0,0.99855,0.99942,0.995,0.97903,0.99855,0.99942,0.995,0.95684,0.21194,0.32862,0.11902,0.78125,0,0.00236275,0.000787582,0.00236275,0.000787582,0.00236275,0.000787582,0.00236275,0.000787582
166,98020.7,0.28566,0.41162,0.16955,0.81442,0,0.999,0.99903,0.995,0.97804,0.999,0.99903,0.995,0.95708,0.21158,0.32794,0.11917,0.78115,0,0.00223819,0.000746062,0.00223819,0.000746062,0.00223819,0.000746062,0.00223819,0.000746062
167,98584.2,0.28416,0.4116,0.16815,0.81142,0,0.999,0.99903,0.995,0.97909,0.999,0.99903,0.995,0.95713,0.2112,0.32725,0.11891,0.78108,0,0.00211678,0.000705594,0.00211678,0.000705594,0.00211678,0.000705594,0.00211678,0.000705594
168,99349.5,0.28255,0.40687,0.16848,0.81203,0,0.999,0.99903,0.995,0.97911,0.999,0.99903,0.995,0.95717,0.2108,0.32648,0.11865,0.78094,0,0.00199856,0.000666186,0.00199856,0.000666186,0.00199856,0.000666186,0.00199856,0.000666186
169,99908.2,0.28312,0.40802,0.16849,0.81412,0,0.99902,0.99903,0.995,0.97814,0.99902,0.99903,0.995,0.95709,0.21018,0.32591,0.1183,0.78082,0,0.00188354,0.000627848,0.00188354,0.000627848,0.00188354,0.000627848,0.00188354,0.000627848
170,100467,0.28181,0.40668,0.16723,0.81151,0,0.99903,0.99902,0.995,0.97816,0.99903,0.99902,0.995,0.95708,0.20973,0.32533,0.1178,0.78072,0,0.00177177,0.000590591,0.00177177,0.000590591,0.00177177,0.000590591,0.00177177,0.000590591
171,101026,0.28089,0.40451,0.16627,0.81173,0,0.99903,0.999,0.995,0.98008,0.99903,0.999,0.995,0.95703,0.20927,0.32473,0.11787,0.78062,0,0.00166327,0.000554422,0.00166327,0.000554422,0.00166327,0.000554422,0.00166327,0.000554422
172,101584,0.27828,0.40322,0.16599,0.80844,0,0.99903,0.99899,0.995,0.98009,0.99903,0.99899,0.995,0.95716,0.209,0.32417,0.11818,0.78049,0,0.00155806,0.000519352,0.00155806,0.000519352,0.00155806,0.000519352,0.00155806,0.000519352
173,102143,0.27471,0.39713,0.16332,0.80976,0,0.99903,0.99897,0.995,0.98012,0.99903,0.99897,0.995,0.95712,0.20866,0.3236,0.11783,0.78044,0,0.00145617,0.000485389,0.00145617,0.000485389,0.00145617,0.000485389,0.00145617,0.000485389
174,102703,0.27518,0.39931,0.16235,0.81089,0,0.99903,0.99895,0.995,0.98015,0.99903,0.99895,0.995,0.95719,0.20826,0.32312,0.11782,0.78035,0,0.00135762,0.000452541,0.00135762,0.000452541,0.00135762,0.000452541,0.00135762,0.000452541
175,103269,0.27249,0.39131,0.16234,0.8108,0,0.99903,0.99895,0.995,0.98011,0.99903,0.99895,0.995,0.95722,0.20788,0.32257,0.11721,0.78028,0,0.00126245,0.000420816,0.00126245,0.000420816,0.00126245,0.000420816,0.00126245,0.000420816
176,103834,0.2705,0.39159,0.16183,0.80928,0,1,0.99829,0.995,0.98005,1,0.99829,0.995,0.95704,0.20769,0.32205,0.11762,0.78022,0,0.00117067,0.000390222,0.00117067,0.000390222,0.00117067,0.000390222,0.00117067,0.000390222
177,104400,0.27239,0.39963,0.16272,0.81025,0,1,0.9983,0.995,0.9802,1,0.9983,0.995,0.95696,0.20717,0.32139,0.11737,0.78008,0,0.0010823,0.000360766,0.0010823,0.000360766,0.0010823,0.000360766,0.0010823,0.000360766
178,104966,0.27007,0.39136,0.16107,0.80994,0,1,0.99831,0.995,0.98022,1,0.99831,0.995,0.95687,0.20703,0.32099,0.11771,0.78003,0,0.000997371,0.000332457,0.000997371,0.000332457,0.000997371,0.000332457,0.000997371,0.000332457
179,105530,0.27079,0.39317,0.1603,0.80906,0,1,0.99831,0.995,0.98015,1,0.99831,0.995,0.95697,0.20671,0.32048,0.11743,0.77993,0,0.000915902,0.000305301,0.000915902,0.000305301,0.000915902,0.000305301,0.000915902,0.000305301
180,106094,0.27051,0.39281,0.15988,0.80795,0,1,0.99832,0.995,0.98028,1,0.99832,0.995,0.95702,0.20647,0.32,0.11755,0.7799,0,0.000837911,0.000279304,0.000837911,0.000279304,0.000837911,0.000279304,0.000837911,0.000279304
181,106658,0.26962,0.38963,0.1606,0.80793,0,1,0.99833,0.995,0.98019,1,0.99833,0.995,0.95709,0.20606,0.31939,0.11717,0.77982,0,0.000763418,0.000254473,0.000763418,0.000254473,0.000763418,0.000254473,0.000763418,0.000254473
182,107221,0.26978,0.39258,0.16015,0.81073,0,1,0.99834,0.995,0.98028,1,0.99834,0.995,0.95703,0.20591,0.31895,0.1172,0.77971,0,0.000692442,0.000230814,0.000692442,0.000230814,0.000692442,0.000230814,0.000692442,0.000230814
183,107785,0.27101,0.39662,0.16167,0.81233,0,1,0.99836,0.995,0.97929,1,0.99836,0.995,0.95709,0.20556,0.31831,0.11714,0.77963,0,0.000624999,0.000208333,0.000624999,0.000208333,0.000624999,0.000208333,0.000624999,0.000208333
184,108349,0.26794,0.38741,0.15875,0.81051,0,1,0.99837,0.995,0.97938,1,0.99837,0.995,0.95711,0.20512,0.31775,0.1169,0.77951,0,0.000561107,0.000187036,0.000561107,0.000187036,0.000561107,0.000187036,0.000561107,0.000187036
185,108913,0.26367,0.38072,0.15819,0.80941,0,1,0.99839,0.995,0.97933,1,0.99839,0.995,0.95698,0.20498,0.31734,0.11658,0.77942,0,0.000500781,0.000166927,0.000500781,0.000166927,0.000500781,0.000166927,0.000500781,0.000166927
186,109478,0.26696,0.38348,0.15804,0.8109,0,1,0.9984,0.995,0.97935,1,0.9984,0.995,0.95738,0.20499,0.31703,0.11661,0.77939,0,0.000444037,0.000148012,0.000444037,0.000148012,0.000444037,0.000148012,0.000444037,0.000148012
187,110043,0.26355,0.38228,0.15639,0.80666,0,1,0.99841,0.995,0.97933,1,0.99841,0.995,0.95828,0.20463,0.31664,0.11664,0.77928,0,0.000390887,0.000130296,0.000390887,0.000130296,0.000390887,0.000130296,0.000390887,0.000130296
188,110609,0.26627,0.38435,0.15817,0.81082,0,1,0.99841,0.995,0.98039,1,0.99841,0.995,0.95837,0.20446,0.31636,0.11655,0.7792,0,0.000341346,0.000113782,0.000341346,0.000113782,0.000341346,0.000113782,0.000341346,0.000113782
189,111175,0.26618,0.38316,0.15709,0.80723,0,0.99952,0.99894,0.995,0.98036,0.99952,0.99894,0.995,0.95842,0.20452,0.31591,0.11663,0.77918,0,0.000295426,9.84752e-05,0.000295426,9.84752e-05,0.000295426,9.84752e-05,0.000295426,9.84752e-05
190,111742,0.26098,0.37356,0.15538,0.80759,0,0.99952,0.99893,0.995,0.98036,0.99952,0.99893,0.995,0.95731,0.20434,0.31557,0.11676,0.77909,0,0.000253137,8.43789e-05,0.000253137,8.43789e-05,0.000253137,8.43789e-05,0.000253137,8.43789e-05
191,112308,0.18609,0.26907,0.11187,0.77551,0,0.99952,0.99893,0.995,0.98038,0.99952,0.99893,0.995,0.95744,0.20383,0.31512,0.11657,0.77899,0,0.00021449,7.14967e-05,0.00021449,7.14967e-05,0.00021449,7.14967e-05,0.00021449,7.14967e-05
192,112872,0.18164,0.26123,0.11018,0.77739,0,0.99952,0.99892,0.995,0.98134,0.99952,0.99892,0.995,0.95933,0.20377,0.3147,0.1167,0.77891,0,0.000179495,5.98318e-05,0.000179495,5.98318e-05,0.000179495,5.98318e-05,0.000179495,5.98318e-05
193,113436,0.1777,0.25552,0.10799,0.77322,0,0.99952,0.99892,0.995,0.98139,0.99952,0.99892,0.995,0.95958,0.2034,0.31399,0.11688,0.77884,0,0.000148161,4.93871e-05,0.000148161,4.93871e-05,0.000148161,4.93871e-05,0.000148161,4.93871e-05
194,113999,0.17851,0.25734,0.10884,0.77703,0,0.99952,0.99893,0.995,0.98236,0.99952,0.99893,0.995,0.95851,0.20328,0.31344,0.11719,0.77879,0,0.000120495,4.0165e-05,0.000120495,4.0165e-05,0.000120495,4.0165e-05,0.000120495,4.0165e-05
195,114563,0.1774,0.25492,0.1077,0.77479,0,0.99952,0.99892,0.995,0.98236,0.99952,0.99892,0.995,0.95854,0.20296,0.31303,0.11682,0.77876,0,9.6504e-05,3.2168e-05,9.6504e-05,3.2168e-05,9.6504e-05,3.2168e-05,9.6504e-05,3.2168e-05
